"","left_95","right_95"
"intercept",9.68363327643789,10.1479143301466
"AGE_HEAD",-0.0325831816858494,-0.030652083141268
"EDUCATION_HEAD",-0.0967574943932297,-0.0860448381706336
"DEPENDENCY_RATIO",-0.113898139854898,-0.0985502631490636
"SOCIAL_PARTICIPATION",-1.29175072824651,-1.0680308716559
"COFFEE_TREES",-0.0312445263514483,-0.010237469644453
"PROPORTION_LAND_RENTED",0.0497246917512875,0.229118149106375
"ASSETS",0.0359174951997534,0.0463797711060497
"ALTITUDE",-3.42880932030727,-3.22694421220768
"DISTANCE_PAVED_ROAD",0.745584831360563,0.766396254002114
"DECISION_DISAGREEMENTS",0.939647171278201,1.0225696545682
"PRICE_PREFERENCES_RESIDUALS",-0.52862330962421,-0.425410796527905
"INPUT_PREFERENCES_RESIDUALS",1.17760224060169,1.37674426615151
"RELATIVE_PRICE_DIFFERENTIAL_RESIDUALS",-2.9087895126393,-2.60301690040426
"OV",-0.250344039588884,0.113848987778178
